itemid,hasbird
cf421d8c-4e03-407a-8776,0.282
cf61cb3c-d1ff-4f85-83ab,0.066
cf64c2c1-4105-4c14-8dcc,0.255
cf70e9a9-de55-4563-af3e,0.076
cf7171f7-a55a-4f56-9075,0.295
cf723642-00f8-4a6d-b4fc,0.307
cf84d642-0da1-4d30-91e4,0.243
cf864247-de76-40c1-b95b,0.355
cf906db7-9bb7-43bf-8e74,0.077
cf9354d0-c29b-4e54-833d,0.997
cf9afcd2-0dbd-412e-bbde,0.646
cfa65221-72f2-4af3-8074,0.261
cfb0f8e3-bcc2-4922-aac0,0.336
cfb17523-73e1-4963-b01f,0.999
cfbaaa51-d5c5-4bad-a0a9,0.192
cfbb053d-bb30-4e67-b4f7,0.285
cfbbea7d-45dd-4560-8c80,0.210
cfbf94c1-07a2-4719-b47b,0.612
cfbfedf6-287c-4a72-aa1f,0.265
cfc138f0-d53d-48e6-94ca,0.269
cfc1461f-b5b7-4b79-a69a,0.057
cfc722fb-a129-40ff-9af7,0.380
cfd0bd21-8bd3-4ae9-a33a,0.259
cfd7e5f5-a13a-47c8-8cae,0.734
cfdf5a0d-165f-4325-8fc2,0.990
cfef685e-ebad-4e7c-94cc,0.422
d00d6d03-110f-4efb-a375,0.926
d00f064c-62a1-45e6-85c4,0.995
d0158190-8321-45e2-b6ba,1.000
d016067d-d1d4-4356-9c64,0.465
d01c1c4d-1302-48c7-b255,0.290
d01f9dfd-2ed1-4591-9a45,0.973
d022b64b-61ff-46d6-9e19,0.436
d025e8ca-83a8-4508-9a25,0.433
d028fbd9-ec9b-4ab6-b743,0.976
d02aeae4-34db-4578-815e,0.382
d02debe0-d73a-42df-bf33,0.966
d0362084-6260-4a2d-b84e,0.426
d0437ce8-ec88-4fdb-99b5,0.374
d04ab953-e1cc-4202-bd29,0.115
d04fbfd2-103d-44bc-a67e,0.396
d057a676-a042-40e0-9fb4,0.231
d062a4b2-fe80-4986-b93f,0.999
d064684e-f51f-43c1-8f7c,0.877
d069aeb6-73f1-4855-9ff7,0.992
d06be67f-d733-4462-86fa,0.967
d0713361-4aed-48da-9884,0.988
d0746da2-3507-4c8c-a27f,0.088
d07c9afc-da5d-4988-8b41,0.960
d083d8cc-ff3c-47b3-9d78,0.977
d08a1349-cfe8-421e-a74d,0.308
d08efe04-f6c7-42be-bf19,0.305
d0948128-796e-46bf-9320,0.117
d0a45fa4-227e-4c71-995e,0.221
d0ac234a-5f5a-4bfc-abe9,0.264
d0b07f6f-7259-4086-a543,0.318
d0c2c3c7-4d6d-432a-b4ad,0.301
d0c44a14-f889-4259-9e54,0.257
d0c5ffb9-fa97-4b89-9746,0.327
d0c7ec47-c68b-4139-af19,0.574
d0ccb90d-2849-4892-bf7b,0.849
d0ce5073-713d-4593-b6e9,0.281
d0e87394-09e3-4270-a7e4,0.255
d0e8bf09-e7f3-4d8b-9ed2,1.000
d0ee0ec5-f29e-4d6f-8bf2,0.275
d0f2ab64-391c-4ed8-9fea,0.302
d0f5a189-2baa-4764-b1c9,0.331
d0f62722-d8c3-45a0-8b9b,0.344
d105939c-bc11-40d8-ba8e,0.254
d11ad9a3-f498-4bd2-ba55,0.364
d12c0bf5-0433-461e-be72,0.929
d1546982-3d20-4e84-afb8,0.232
d1563348-29ce-4f20-8daf,0.311
d1699cdf-787b-4ddd-8126,0.329
d16a636c-7c59-49a5-b9ba,0.345
d1780d89-d93b-42c4-a7b9,0.381
d18dc580-662d-46bd-9b09,0.253
d18f101e-97b1-4281-b029,0.226
d1928213-a277-4715-8500,0.322
d1b33cc3-b4ed-4771-839c,0.801
d1b60926-a3cf-401f-8f54,0.222
d1b78d99-4a8e-48a3-a5f9,0.354
d1b7d335-80f9-4a63-ab43,0.293
d1b95919-308d-49a0-9bc8,0.207
d1c238da-594e-4624-b6e9,0.822
d1c99935-adc7-47fa-b684,0.282
d1cda056-7af4-4969-91ea,0.273
d1d07334-765d-4976-838d,0.262
d1d56bd8-f9ec-499c-bd39,0.344
d1d60f10-082e-4285-a18b,0.358
d1d6ad58-0c39-4c9d-a1e3,0.997
d1dd6ff6-2e8e-4c57-a80f,0.525
d20113f9-a0c6-4d86-9aec,1.000
d201d63a-fe24-48b2-9051,0.993
d205a737-bf92-47ad-a884,0.236
d206aaff-5ffd-4ce1-afdd,0.804
d208e3ff-572d-41c4-badc,0.305
d20af885-daed-45b7-89b6,0.331
d21092f1-1a6f-4be5-9da6,0.403
d2168f26-c0d3-42b5-82d9,0.284
d216bde1-4ba3-4537-9e6c,0.317
d22ce774-5071-405d-b5ca,0.433
d23bf9d5-2b6a-42aa-9c91,0.285
d23ec615-6d1d-48d9-88df,0.808
d24cb35d-ed41-474e-8b66,0.298
d25e2026-bef2-4474-b422,0.351
d2609ade-67f4-4276-8a68,0.243
d26f0800-4f67-4d86-9d1f,0.348
d286c2fe-5fc8-40d7-9a2a,0.187
d28ebbec-aa0c-47b7-ae87,0.222
d29dcf26-fd78-42e6-9b10,0.908
d29e7c33-eb37-42d6-bd9c,0.098
d2aa621d-eb02-4a87-893e,0.291
d2ae1bb4-3d28-429a-a315,0.334
d2b11fde-b387-4bd8-b893,0.247
d2c9ff16-0bd6-4b99-b044,0.731
d2cc584b-cea4-4e98-a443,0.388
d2dc5eec-f044-442c-aaa8,0.388
d2e9e45b-c51e-4f45-93b2,0.087
d2f40abb-8a2f-465b-9536,0.124
d2f44ae6-22b6-4aed-b773,0.329
d2f578cf-fcbb-4270-a874,0.278
d2ff3300-dc02-4d38-9b18,0.519
d304b5ed-c6f0-45e4-85d1,0.380
d31722ec-ffeb-4010-b99e,0.372
d31a565d-6647-45a8-a77a,0.298
d32345fe-1d7e-4f14-b5f2,0.587
d332e5c5-6a89-4b16-ac88,0.076
d33a2d3d-7061-4c29-9194,0.376
d33c868b-0583-4ed1-9028,0.293
d34f48e2-80af-409c-97fc,0.213
d3602525-2d22-4c42-b7ae,0.365
d369e92a-088f-4d6b-875d,0.497
d36afcb9-5b86-4da6-85b3,0.991
d36c0ba9-891d-441c-9c5b,0.936
d36fcee5-0642-4337-952f,0.993
d3775ac8-21d7-4d47-8f4e,0.240
d37a601d-19af-48ec-9d88,0.990
d37de2f2-cdc1-4d72-8ab6,0.236
d37ee2ac-d042-456a-b7f1,0.994
d3935c8c-1af9-4228-a2ce,0.596
d39828e4-fbbb-416c-8e8e,0.351
d39d9901-6ec6-44ee-b22c,0.396
d3a0a594-661e-4c93-b135,0.075
d3ab0040-c95a-409c-9bc3,0.360
d3b59d12-288d-427a-9cbd,0.242
d3bcbdd7-8273-4e33-b4b2,0.236
d3c6af52-66c0-4ac3-96aa,0.334
d3cf7c60-1f45-412f-ae7c,0.324
d3d37f3a-0d24-4d8b-9901,0.277
d3d39a3d-226d-44b0-a961,0.995
d3d47ff8-8eb4-4dc3-8af2,0.592
d3dcc0aa-faa1-46a5-8366,0.933
d3e9f891-8311-4236-a15d,0.896
d3ea5f9b-60c8-4750-8a7e,0.319
d3f199b9-cd7c-4c1e-8e91,0.300
d3f1af36-0535-4e9c-a847,0.279
d3faf68e-d67d-4cb2-bfda,0.736
d3fee773-87ab-4c9f-868d,0.365
d406806c-6ae1-4960-86f7,0.376
d40dbead-f602-4663-ae6a,0.620
d4168869-01b0-40ff-a280,0.682
d419583b-bb2a-455e-96b9,0.814
d41f81c4-3288-4040-9bd8,0.563
d4218839-035d-4b68-93ee,0.303
d426bbba-0024-4f99-92a1,0.270
d429123f-6bb0-4da5-8b7f,0.409
d4331ad4-7b57-4404-a253,0.981
d4336550-a60c-4dd0-ac90,0.394
d433bec0-53d2-42f2-96ad,0.305
d435a20e-b4ec-47fc-9827,0.974
d44c9488-cf47-4ffb-a7b8,0.474
d457763c-55e3-418e-8421,0.273
d45ed217-3e64-41ac-96f7,0.374
d4624fc1-d227-4839-b5d5,0.986
d468c26f-1dbd-451e-92c1,0.422
d46cf8d3-b6c3-4e15-afdc,0.988
d4794130-36f8-4cc6-bf5b,0.334
d48fca0a-0072-4966-b7f0,0.995
d49bc549-205c-47d0-9e67,0.208
d4a1a577-a288-4b0c-9bab,0.371
d4a79d60-f3e8-4852-9e40,0.273
d4a7ab21-0e7a-4a25-bf83,0.391
d4aac80b-f27f-44e6-9d5d,0.378
d4b5129b-682b-4120-8fa7,0.286
d4beccb2-1136-4da9-8137,0.268
d4c1364c-729e-4c59-b0c9,0.231
d4c37775-74ef-4c9d-bbdb,0.278
d4cb6c15-6541-4d21-bb16,0.381
d4d0bf62-dbe6-4e6f-acba,0.312
d4e2018a-c227-4e39-ad74,0.082
d4e23025-ebf1-4921-b62b,0.201
d4e72db6-f217-44f6-8865,0.411
d4ed6730-8d69-4278-a8fd,0.011
d4f1e06c-c743-4120-8d3c,0.252
d4fef014-0670-49f2-9ccf,0.439
d500898a-dab5-42d3-bbc2,0.354
d5071df8-2214-452d-a9ce,0.999
d5162901-4e5d-488a-8b7e,0.250
d521716d-c642-4075-88da,0.924
d521fb5e-3d91-4ecd-a578,0.333
d52aadbf-ed0a-4485-8fd7,0.439
d52e6011-664f-4201-9799,0.752
d535cf5b-15f6-4324-baf7,0.332
d55763d8-38dd-4021-b5ad,0.998
d5581a71-f860-41b1-9e16,0.336
d558fc1c-f5a0-411f-9156,0.801
d55b0f4b-affa-4849-aa33,0.327
d55cdde9-8dd7-44b3-b944,0.996
d565973d-dd0c-44fe-b4b2,0.457
d56bcd3f-058f-4271-8686,0.999
d56c7102-ef90-4fb4-8686,0.646
d56d7e65-e52a-4f29-966b,0.316
d56f220b-b537-4904-bd85,0.269
d570630b-5dc7-43d9-bb34,0.749
d580bed8-8840-45aa-a147,0.411
d585001a-35e7-4c86-bf37,0.095
d586b0fe-0e1a-4ad0-9c53,0.940
d59cca7f-fac3-4d01-8266,0.391
d5a5dc23-bbfe-4a55-9745,0.320
d5b12fa5-54cf-487d-b83c,0.110
d5b15482-f196-470f-b3d2,0.620
d5b37020-74ff-44ae-8612,0.252
d5b88c78-15b1-40ab-8e1e,0.339
d5bc8ac0-32e8-4cad-99fa,0.340
d5c21866-87d5-4be2-bde3,0.508
d5c33583-3a98-4bd2-ae6f,0.357
d5c65af6-ed42-4b8e-9b30,0.349
d5d40d5c-5d55-4443-8736,0.358
d5d70422-af37-432a-b3a7,0.321
d5f900d1-51bc-404c-b24e,0.261
d5fcdf3a-dc4d-4a57-94da,0.198
d5fe3a7e-7046-4289-a583,0.566
d6008463-cf4d-403c-a140,0.985
d60123f9-6932-442f-b1f4,0.771
d6015773-2085-4da4-bcf4,0.359
d6050f9c-82a4-4d82-9f5b,0.556
d608f956-302a-4f66-b49d,0.281
d60f68fe-65a9-4ac6-8b15,0.783
d61008bc-664c-48e9-892d,0.441
d62ba15d-34ae-4548-a179,0.172
d630b0bb-8127-46e2-9c02,0.111
d632693c-36b1-4599-9052,0.261
d64abb63-351b-4f3c-b7ba,0.424
d65126b0-054d-4b62-8577,0.179
d6590d4f-dd69-45c0-b46f,0.306
d65a2062-cc16-493a-9c87,0.562
d65f0fdd-9054-4299-bc10,0.212
d6602461-6890-45b1-bfa7,0.371
d66674bc-a4e7-4ff0-9959,0.157
d66ddf05-fbca-4650-91ec,0.212
d6721a5f-63bb-4d10-bbb0,0.086
d6729706-968c-4949-a139,0.340
d680552a-4b90-4f70-aad4,0.182
d6af09b3-7ed5-461c-b09e,0.342
d6bd7341-a90b-482b-99c0,0.100
d6c8b502-7c8b-4689-901e,0.407
d6c9daac-9ee1-4f3f-b560,0.982
d6cc457b-cdb7-4052-ab1a,0.997
d6d85afc-0629-4ada-82e7,0.276
d6e656ad-11a4-4b9c-89bd,0.661
d6e6769b-da37-4e45-bc09,0.436
d6ef1262-1970-4f4a-ab21,0.987
d7025687-a029-4dbf-b447,0.302
d71397c6-535f-407a-bb36,0.301
d7319911-4063-4514-a8c4,1.000
d74349df-df15-48c3-8b94,0.398
d74785de-0299-416e-a6fb,0.953
d74d2dae-5ad1-4768-9543,0.271
d756bbdc-4ee3-41a1-9b83,0.131
d75ac70f-b048-4a34-ad17,0.839
d75cba59-ccd1-4dd0-9d7a,0.984
d760af50-9b53-47bd-a115,1.000
d761d12a-ea31-426e-b5d1,0.359
d763e36f-f925-4067-92a7,0.996
d7676b7d-5856-4d6d-877b,0.124
d775ee6f-6ada-4ed0-9d64,0.416
d77a9f4c-d82c-4ff1-9321,0.869
d7862af7-d685-4e64-9caa,0.232
d787901e-92fa-4a4f-8d3e,0.274
d79ba282-38a1-4852-8fef,0.778
d7af37c2-2a60-493c-b54b,0.313
d7b0bdc6-37e8-44de-adb1,0.958
d7bbef63-21fc-40e6-b89c,0.253
d7bdb25d-bc54-4ca2-a470,0.276
d7be0d7b-273f-4119-9e3d,0.782
d7c22bed-1c71-47dd-bd80,0.375
d7c4f055-bbd1-44bc-8ee8,0.322
d7c5fedb-adf9-4563-adbb,0.894
d7d5cb48-a176-4c90-9b86,0.418
d7e39322-6090-43af-bd56,0.292
d7e41fdb-55c0-4dcd-86b7,0.309
d7f7f317-8f2a-4dad-bb01,0.251
d809980d-d0c0-4442-866f,0.020
d81935d5-8018-4a92-82a5,0.367
d81a237e-69e5-4157-b247,0.059
d82b068e-d633-4428-b0e0,0.975
d82c0504-a310-4dc5-81a2,0.345
d82d4b5f-e81f-4924-b81b,0.580
d83545e3-9f08-4f42-b6e1,0.285
d837f23c-2dd4-4cd2-820b,0.293
d84defa2-61e5-4433-af6d,0.150
d85a1950-7464-4128-bc55,0.494
d85b8a12-7d9f-4ef5-a614,0.276
d85d8a62-4820-4215-97f3,0.112
d85edb92-6242-41b7-ba1d,0.484
d8688589-9528-47a9-9492,0.559
d8744811-ce8a-4712-8645,0.257
d8753543-d083-4bc4-b87b,0.263
d881f304-54f4-4058-a396,0.792
d89dbf95-5a71-4e1b-85a1,0.355
d8b29eed-b474-4cf3-b8ef,0.507
d8be64fd-f3f9-4327-81eb,0.349
d8cdd445-1a39-4931-ac16,0.400
d8d4e7f7-60c9-4fd5-92f5,0.996
d8e6a36a-d5b1-4025-bece,0.335
d8f25806-f4bf-497a-b163,0.313
d8fa27fd-7336-45fa-aafa,0.997
d905b751-0160-44c9-9aeb,0.107
d90618cd-d0e9-4059-84f7,0.248
d917eeff-09eb-47cb-a193,0.399
d91a0c50-0cd7-4f3d-a97a,0.251
d91ccd02-effa-4797-9480,0.397
d91ed457-5835-423a-a55d,0.829
d9290525-4c67-4618-ae50,0.140
d9453379-54d9-42f3-a763,0.548
d94e13eb-9a4b-45af-b1f1,0.345
d9526fd5-6092-483e-a46f,0.364
d95891a1-51be-4973-9882,0.440
d95ddc26-ccbb-4364-bf8d,0.354
d963e5df-2b99-49c3-a47f,0.238
d96bca3b-8df5-4b52-8da3,0.151
d977ae8c-5ef2-4162-b0d6,0.302
d97a514c-6e50-4039-b46d,0.300
d97d0799-3f64-4dfd-8cdb,0.327
d9856285-ca56-4620-ab7a,0.986
d98baf31-6a3e-4f38-bccc,0.788
d99b671a-0d75-47ec-93f8,0.111
d99ed7ed-987f-4a78-9657,0.328
d9a1ea30-aed9-42cb-90fd,0.553
d9b8e22e-af3d-4f77-9fa4,0.596
d9b9d139-82af-4708-9aea,0.183
d9cacb67-01e1-492d-8d99,0.317
d9d41bf7-41aa-4cc3-a934,0.494
d9ddd343-61e5-4a52-b30d,0.297
d9df8cd0-9264-4e1f-b8b9,0.274
d9e12501-21b6-4a8f-8215,0.999
d9e8ebde-194c-48fb-81fa,0.042
d9ea9c2e-988d-4c5b-9504,0.595
d9ef6ed8-87ff-47f9-bb2e,0.282
d9efa999-67d6-4bbe-9334,1.000
d9f5a4e8-4d9d-44a3-b9ef,0.985
d9f96067-5d2d-4a6e-8d74,0.295
d9fd4ef4-ca2a-4584-9d88,0.263
d9ffde43-079a-4e8c-810d,0.966
da06cd53-0c01-4f76-8caf,0.383
da06e18f-273f-4a53-8c6d,0.285
da087e91-3983-4145-9c74,0.850
da0b07c0-c9d3-4e37-a17e,0.228
da0efe81-bf41-4caa-987a,0.985
da154923-36cc-48b7-8a62,0.999
da1b1655-0d03-4207-94da,0.330
da258087-b5f0-433e-a573,0.354
da2ef6ed-305f-47ec-b97d,0.386
da356df7-d7d7-406c-8c98,0.249
da36002a-d40a-4d08-b190,0.109
da3d2f93-398d-4b8a-bc47,0.193
da415fa3-3aed-419f-81af,1.000
da4442af-36e2-44e8-b7c8,0.287
da51ad1c-b4d6-4e3b-948d,0.995
da555aa3-9415-40bb-b3de,0.276
da662a41-b4a7-45b5-97a1,0.281
da69e668-c247-4dab-83fe,0.304
da6fd3e1-35df-4b00-98a7,0.068
da709094-1fc4-439c-9926,0.259
da739301-fa10-46c0-9625,0.063
da758a67-1051-4a2b-abbe,0.878
da79915c-971e-40b0-8ed5,0.347
da814b92-4b76-4d5a-ad2c,0.230
da843746-f20f-43a0-a780,0.249
da8b5e53-0d59-46ae-af25,0.990
da8ef4c5-cb0c-4d60-950d,0.239
da917261-f27e-44ed-a449,0.997
da947605-f884-44c3-a498,0.294
da9b1216-b25f-4b59-810a,1.000
daa4295e-a2ff-4d97-9313,0.414
daa47071-7c3e-4122-9864,0.255
dab203b1-04cc-4ec9-bf75,0.293
dab3311f-9bea-4384-b072,0.347
dab438b5-5466-4d9d-9588,0.343
dac18248-822f-4510-956c,0.224
dac1e1c4-80d5-4959-914d,0.240
dac8615a-aca3-4938-b419,0.316
dacb8791-0a84-4040-9f40,0.391
dad57ced-2baa-48bc-b642,0.369
dad755a3-6f7d-47a3-806f,0.093
dadbac51-050e-44f4-ac7a,0.503
dae9c066-7671-47fe-af89,0.058
daed23a0-9b2f-4e4c-82c1,0.902
daf2549f-abd0-4534-b1f6,0.331
daf2af93-be44-4cc7-8b0a,0.048
dafc7157-7931-4aaf-bfcc,0.269
dafd0448-fbbb-4cea-82f2,0.367
db0ec473-7696-4cc4-95f9,0.531
db111201-3006-4a80-a809,0.214
db14f3fb-4314-4611-a4ee,0.249
db1a8243-280e-469d-ac97,0.361
db252beb-d84f-4332-b85c,0.177
db378bf9-0f02-4041-a887,0.073
db3e2ecf-a2d0-414b-90bc,0.296
db450139-2fb3-485f-b087,0.265
db45a78d-44ce-4160-9c72,0.944
db4bac78-4d81-4c1b-a6c0,0.996
db4c299b-b6be-48e5-a7a5,0.333
db61c5f5-1726-4a06-b279,0.246
db6449ba-0337-4d3e-a9e7,0.309
db654f38-f643-4e7b-a335,0.998
db657e86-d3b7-40b2-b712,0.985
db687e69-5761-486f-b0fb,0.083
db694c2a-7209-4f12-8c20,0.333
db6b7f40-a7f8-46b0-9132,0.283
db7182cb-a549-4c28-a88a,0.990
db74f35f-9e67-4dba-a29e,0.289
db7fcba0-d1b1-457b-94b2,0.388
db88d82c-e128-4070-aa72,0.015
db8b2b27-3cf8-4eb4-8ec5,0.349
db8de289-8333-4e67-848d,0.274
db927b3f-a8b8-4432-b619,0.323
db956809-1404-4e62-9055,0.469
db97666d-ca56-4a9d-9d5d,0.252
db9a9619-87da-4b77-a4c9,0.435
db9abca3-5373-4783-855b,0.244
db9e36b0-8ae3-4651-9443,0.123
dba364fe-99d4-48b2-95ff,0.413
dbb7ff43-3959-477b-b119,0.318
dbbdf84d-53ca-4da1-a79f,0.327
dbc4519d-2667-41f7-ad2a,0.272
dbc482fa-b70a-4723-b64e,1.000
dbc48b78-7d07-466f-9207,0.333
dbc5ec3c-164b-494b-b575,0.449
dbd1ab6d-bb7c-4034-a20b,0.412
dbd1f1c2-a20c-4f30-bc3f,0.064
dc024078-94bc-42b3-bf10,0.314
dc0512e6-ca45-4b4b-b8a6,0.987
dc09ec26-5311-4e12-9d77,0.601
dc0dc20c-4689-4a59-acff,0.167
dc0e8894-a4d2-41fb-b0fb,0.416
dc22b054-cf6b-403f-b2ff,0.171
dc2a9188-cb49-478d-8c45,0.245
dc2ce5ad-be02-4033-9037,0.198
dc301c0b-20c4-4e5a-a1f4,0.418
dc446181-2821-4f17-a14d,0.245
dc4dfa96-2591-4ac7-a013,0.087
dc518fa7-3d65-4b42-b85c,0.489
dc5391f7-fbd3-4cd6-8d4f,0.215
dc546c20-a52c-4fc2-bb55,0.758
dc687f5b-eaf8-4692-99f2,0.248
dc7644f3-88da-445b-a7f2,0.444
dc9d90eb-665d-44f6-b12c,0.313
dcacb12e-6295-402a-9111,0.401
dcb38fbf-bd50-4a82-8b28,0.294
dcb42084-b514-4baa-b59c,0.237
dcc0f70a-9671-408c-840b,0.752
dcc1af1f-9eb3-4fc8-a72a,0.960
dcc4b95f-03ba-403c-b720,0.391
dcca4b0d-4af6-4b0f-ab98,0.360
dccb48e5-376c-4cf7-93e7,0.279
dcd5314d-eb24-4746-ac36,0.414
dcda11fb-bf63-4760-b240,0.323
dcda930b-2ec2-4288-8255,0.324
dce13804-7448-4599-8cb1,0.983
dcf3b02b-3321-410d-b548,0.262
dcf4abe7-e23f-4bd0-a808,0.294
dcf844f8-1866-4e94-b060,0.334
dcfa3768-e2df-4bd5-a89b,0.307
dcfdc2fc-d8a1-4605-8fb6,0.963
dd079048-77b9-4054-9084,0.230
dd19091d-25fc-4930-99dd,0.309
dd239a4e-2241-4109-b92e,0.400
dd253a96-4217-4f4c-9b11,0.295
dd2b8340-7e64-4584-8a9f,0.306
dd30acc2-0b28-4efd-ad2b,0.998
dd385847-7744-432e-8095,0.477
dd4b5498-c425-4676-8f29,0.272
dd4c8a4b-c39c-4401-aa6e,0.247
dd4dcf75-b9c3-4fc5-8748,0.999
dd528b9c-a5d0-4a17-88a9,0.387
dd62f6bc-ce58-4766-804e,0.937
dd640b09-1980-4e87-ab7f,0.360
dd67c3c3-f05c-4012-9084,0.292
dd6809b4-998c-4f16-878f,0.305
dd804a87-810c-410b-a3bf,0.257
dd866dae-a80b-4c3b-891f,0.447
dd8b9511-4a3c-4dbd-9ee0,0.272
dd905ffb-4904-4f88-ad53,0.851
dd997427-feaf-44fe-87f7,0.416
dda6271f-020b-4b68-a3e5,0.196
dda70044-e472-4584-9353,0.390
ddad16b6-fc9a-4de7-86aa,0.409
ddb04c07-f7d1-4ae0-bc66,0.992
ddb0eb2f-7a3f-45bc-9bea,0.282
ddbf7ae5-9b20-435b-875b,0.619
ddc25595-7f95-45e9-b5a2,0.621
ddc2f62a-0b67-4d28-b74b,0.977
ddc64536-ba67-494e-bb95,0.261
ddd79bd5-e72a-4d9f-a63e,0.299
dde931c9-6c93-4641-a995,0.182
de013826-3974-452b-b4de,0.319
de0b2afe-a0dd-4e83-980a,0.240
de125ff7-0a39-4f75-8f18,0.997
de126e5f-6ae9-4a3c-b3d6,0.290
de204baa-aaca-4555-8c92,0.391
de3ec275-263c-4a76-ba7f,0.210
de45d0a7-6e2d-486f-9322,0.291
de571770-bc5c-481e-a94d,0.235
de63b9ff-9d5e-4303-b055,0.997
de83e999-394c-4ac6-99eb,0.875
de8717a8-92fa-4e85-9719,0.270
de88fcb6-cd34-4dcb-918e,0.989
de91e841-0985-4d32-861c,0.571
de9affd3-aebc-468c-9af9,0.994
dea010fc-12a7-4d97-b0cb,0.252
dea37971-65bb-4b20-819c,0.090
dea7bb64-9b40-4d90-accf,0.355
dea827ed-47b1-4bc2-b7f2,0.368
deac40db-589c-4d8a-8c47,0.190
deb1d103-f9bf-4505-b1ea,0.463
deba7ab8-aaa7-49ef-999f,0.067
debbb63e-4005-4a1d-8398,0.088
debc2cf3-04bd-434a-ad20,0.332
dec05825-63b1-456a-bc5f,0.327
dec3dd97-b0e7-4fa2-b631,0.338
ded3b166-355c-4cfd-9940,0.272
ded5dd96-9b0a-49f2-830b,0.335
deebfa27-0559-4f21-a4fd,0.375
deecf992-d356-4400-ad25,0.348
deeee892-316f-4058-bcaf,0.537
defa44eb-d39d-4e73-aca9,0.997
df0501b9-c10b-4272-8b9f,0.349
df095b64-114d-4bac-8e03,0.176
df0f90d5-d95d-4df3-9bf1,0.368
df18f0fc-f6ec-429e-9eae,0.321
df1fb4ba-4945-41db-acae,0.306
df20836a-541a-40fd-a147,0.444
df21d4be-f3f5-4894-a9c5,0.326
df2658f2-6811-4636-aef0,0.322
df2855bb-f60f-4d76-bb4b,0.396
df2eb1ca-6adb-430a-bff9,0.202
df3ee169-390c-42df-a552,0.387
df414a5f-1fbe-479a-a985,0.341
df415e15-69a5-4f98-87ea,0.344
df46518d-ef08-40bb-9325,0.441
df4ce8c8-c636-410f-9c9f,0.295
df508880-364c-4441-9f66,0.996
df51482d-57bd-40f1-8d3c,0.999
df5165ff-e856-49d5-aa18,0.195
df525374-1bb8-4200-b36e,0.382
df69af8a-0a16-4f79-b93e,0.529
df70b8fa-aad5-4127-8909,0.335
df782fd8-e43e-447a-9ff2,0.980
df795b44-ab9d-4e1a-ba69,0.406
df7a48f8-99dc-418e-85a0,0.298
df85ac5a-5087-4aab-95b9,0.415
df878fce-c8c6-4c09-82e6,0.359
df96efd4-2d52-47c7-b39f,0.188
dfa671bc-f8f1-4fd1-aefc,0.228
dfae7694-f86f-4272-af8c,0.315
dfb35a68-d40f-4723-a12f,0.396
dfb35fb9-3b64-4e3e-a609,0.286
dfb46875-203d-4d20-8c14,0.299
dfb8ce1d-ea91-4cee-a547,0.416
dfcae5a5-9f4a-4416-ad7e,0.990
dfcc1808-5b50-45c9-8a5a,0.993
dfcfc1b3-6d61-4a2e-9a0d,0.872
dfd6391c-6212-4ece-b3c8,0.333
dfdbbf0b-b606-4aa7-a3b8,0.933
dfed00ae-4fd1-4e62-a8f2,0.039
dfee079c-c00f-42c8-93d2,0.367
e009c7d7-1ef8-447b-b4f3,0.976
e01113b7-d1fa-42f7-9476,0.286
e0131276-235b-4ac3-be33,0.248
e04cd181-2dec-4159-91c8,0.103
e04dc0c0-86ea-432a-bd93,0.277
e0511792-b51b-41cb-80f1,0.444
e05336e0-694d-48ca-a033,0.453
e05946e1-abb8-4474-970c,0.900
e05acdbe-a14e-4cd5-a464,0.124
e05bc0a9-f26a-4804-8414,0.068
e05da40b-2cfc-44fa-b466,1.000
e062e686-9ee0-427f-b890,0.472
e06536bf-e522-4c30-9268,0.293
e076ed42-df78-49fe-827a,0.316
e07f0776-e960-4a82-a34c,0.338
e0811073-3cc6-440c-a802,0.275
e0851fd2-bc1d-488c-ba3e,0.068
e08dd060-06c5-4185-8871,0.262
e08f5b42-20ce-4e8a-8ce2,0.457
e0a1bf78-1161-4ac3-b98e,0.454
e0b01c24-1ece-43a4-94f9,0.080
e0bfea70-6b4b-4ca2-a91a,0.318
e0c6de32-8de1-45c4-848f,0.333
e0c779f2-fadb-49c4-92a2,0.971
e0cbe9d6-feaf-4c02-a6f8,0.239
e0d1dcb3-2067-4b66-b4b4,0.166
e0d3b531-2947-4b67-8ccd,0.220
e0def413-e99e-4a76-a160,0.316
e0e092e7-2d2b-4d56-8448,0.441
e0e1f889-84d8-47ba-9156,0.101
e0e7e0e9-92c4-4661-85cf,0.966
e0ee7960-62b3-4e60-a849,0.302
e0eeec89-a952-4bc6-b52e,0.309
e0f6ab68-5498-4de6-9a1b,0.240
e0f84e80-2a1e-4e40-b0f8,0.999
e111a83b-95a9-4e49-b9f3,0.184
e11520c4-9b1a-4973-b546,0.456
e1169da4-4bf5-46f0-a349,0.211
e1333b0d-904c-4a5d-9fce,0.309
e1351836-4c59-4f32-a5f0,1.000
e13ad893-777b-41f5-9dbc,0.378
e144b88a-531b-47e1-874d,0.241
e146a44f-3e80-4ae0-9a9c,0.443
e152b3eb-6d7c-48f3-bd10,0.157
e1620741-61ac-40e9-8c39,0.331
e168e418-670a-4103-b306,0.491
e169f16b-63c1-4721-b7a3,0.453
e174fdc5-3703-4c19-bf23,0.295
e1750f1d-cf3c-4e42-af63,0.391
e18dfaf2-a866-4b58-bdeb,0.373
e19bfc9b-cdcd-405c-8626,0.316
e1a1c9c1-5d44-470a-b86a,0.304
